CLIENTID,RECORDTIME,PRESSURE,TEMPERATURE1,HUMIDITY1,TEMPERATURE2,HUMIDITY2
6,20120101 1:00,0.268101299,1.205572031,-2.417912523,1.467826601,-2.956134264
6,20120101 2:00,0.034542253,0.981127305,-1.577625041,1.149138708,-1.937050934
6,20120101 3:00,0.020621359,0.613250446,-1.011186952,0.697428336,-1.260735387
6,20120101 4:00,0.001867149,0.242717437,-0.746707212,0.262133504,-0.956474744
6,20120101 5:00,0.015173538,-0.138440174,-0.501392671,-0.167500797,-0.691805949
6,20120101 6:00,0.012904598,-0.65594685,-0.340830897,-0.779404195,-0.504151435
6,20120101 7:00,0.022311247,-1.357613301,-0.205396828,-1.631880159,-0.389714722
6,20120101 8:00,0.014925373,-2.276198717,-0.500114991,-2.851158531,-0.81003914
6,20120101 9:00,0.096465416,-2.639648658,-0.613828503,-4.823853575,-1.536251263
6,20120101 10:00,0.28444476,-3.158040717,-1.380862336,-6.285402672,-3.2262266
6,20120101 11:00,0.46289928,-3.056664303,-2.334437436,-5.92312869,-5.041485731
6,20120101 12:00,0.594852342,-2.517908422,-2.985628292,-4.617810247,-6.37893091
6,20120101 13:00,0.505560086,-2.16906731,-3.888522089,-3.482873787,-7.959893075
6,20120101 14:00,0.616560901,-1.930899139,-4.885538305,-2.945689398,-9.289202944
6,20120101 15:00,0.825197055,-1.684762517,-5.417479037,-2.553980655,-9.947078452
6,20120101 16:00,0.97456896,-1.678564832,-5.573355985,-2.528508265,-10.17052834
6,20120101 17:00,0.944162796,-1.950820269,-5.239455638,-2.958142566,-9.763220416
6,20120101 18:00,0.898583094,-2.245210294,-4.923868702,-3.41381531,-9.332591271
6,20120101 19:00,0.96190071,-2.318697127,-4.979660724,-3.517403026,-9.356997205
6,20120101 20:00,0.950662365,-1.945507967,-5.265861022,-2.801345858,-9.743695669
6,20120101 21:00,0.949137921,-1.269517639,-5.618074782,-1.544707982,-9.596175357
6,20120101 22:00,0.881128798,-0.311975347,-5.741583839,-0.110895487,-8.884064441
6,20120101 23:00,0.910081422,1.036906467,-6.090816345,1.518205327,-8.261984302
6,20120102 0:00,0.9172664,2.67840754,-5.948142089,3.58203492,-7.821592783
6,20120102 1:00,0.74157715,2.570394814,-5.871316539,3.366600123,-7.643401337
6,20120102 2:00,0.43029508,2.712679234,-4.726512939,3.466064085,-6.065186269
6,20120102 3:00,0.198863166,2.630794753,-3.793161796,3.286303696,-4.826383803
6,20120102 4:00,0.078112998,2.758891267,-3.023897758,3.417368187,-3.87881234
6,20120102 5:00,0.074544144,3.055621169,-2.18654603,3.766528137,-2.866463393
