CLIENTID,RECORDTIME,PRESSURE,TEMPERATURE1,HUMIDITY1,TEMPERATURE2,HUMIDITY2
10,20120101 1:00,0.594360846,1.655789558,-4.649593417,2.024256796,-5.992232446
10,20120101 2:00,0.569678987,2.178608535,-4.184943826,2.623140973,-5.318086315
10,20120101 3:00,0.330538724,2.228632704,-3.242441952,2.645217044,-4.052231875
10,20120101 4:00,0.211308354,2.07723212,-2.345084768,2.432947132,-2.913830645
10,20120101 5:00,0.172139682,1.814715902,-1.577625041,2.097843699,-1.976100428
10,20120101 6:00,0.151354466,1.438870592,-1.026519111,1.620660938,-1.306835484
10,20120101 7:00,0.160093085,1.230805461,-0.567832026,1.376126,-0.743871941
10,20120101 8:00,0.086045847,1.207785489,-0.233505785,1.394239699,-0.324089878
10,20120101 9:00,0.059543217,1.220180859,0.315896572,1.123100265,0.223687751
10,20120101 10:00,0.014434204,-0.181823967,0.821006026,-0.498641859,0.64292746
10,20120101 11:00,0,-2.126126208,0.98540084,-2.469638743,0.647808647
10,20120101 12:00,0.009202974,-2.638763275,0.81248816,-5.479909115,1.125080244
10,20120101 13:00,0.099122541,-3.903976345,-0.678990178,-7.472416017,-3.015793214
10,20120101 14:00,0.369193814,-3.281109029,-3.707091543,-5.375189292,-7.94850364
10,20120101 15:00,0.665697186,-3.067731597,-4.397464583,-5.020840053,-8.824405491
10,20120101 16:00,0.660628238,-3.116427691,-4.795248925,-5.108578283,-9.253949928
10,20120101 17:00,0.658992242,-2.760946202,-4.662370216,-4.61101761,-9.063041289
10,20120101 18:00,0.659692559,-2.300546765,-4.447719992,-3.824769858,-8.882437378
10,20120101 19:00,0.662296614,-1.83837656,-4.22157065,-2.981916796,-8.692613448
10,20120101 20:00,0.659621529,-1.163714307,-3.907261394,-1.713391805,-8.328693855
10,20120101 21:00,0.661434186,-0.70862717,-4.078896394,-0.735818106,-7.765187958
10,20120101 22:00,0.657297691,0.5189571,-4.572080836,0.713277823,-7.088330057
10,20120101 23:00,0.659713624,2.707625196,-5.120205513,3.493730636,-6.976062761
10,20120102 0:00,0.660556339,3.499158076,-5.556746146,4.52507938,-7.440860214
10,20120102 1:00,0.66323811,3.831496895,-6.20625723,4.953879182,-8.306701361
10,20120102 2:00,0.675627565,4.404282893,-6.190609748,5.770830577,-8.191600873
10,20120102 3:00,0.660623867,4.442792922,-5.277135136,5.860451751,-6.802364745
10,20120102 4:00,0.665020341,5.745647981,-1.121248554,7.236887932,-1.558065283
10,20120102 5:00,0.660413356,5.961304139,5.637194864,7.784457764,7.541832865
10,20120102 6:00,0.382846043,5.774834529,6.376432652,7.648730899,8.636090531
10,20120102 7:00,0.430014802,5.307039028,7.539844068,7.140014177,10.33315355
10,20120102 8:00,0.665878089,4.222272339,7.606663044,5.832995553,10.71592959
10,20120102 9:00,0.660615306,2.534722366,6.184433821,3.641162102,9.223906049
10,20120102 10:00,0.661898042,1.587375673,5.134360922,2.392682163,8.333617155
10,20120102 11:00,0.657480701,0.685024907,4.359599121,1.076856834,7.608216402
10,20120102 12:00,0.650915555,-0.98549958,3.68210545,-1.452739655,6.623170362
10,20120102 13:00,0.661872985,-2.534008082,3.023219595,-3.985444392,5.349034723
10,20120102 14:00,0.662230307,-3.022477387,2.097057835,-5.085246429,4.0583032
10,20120102 15:00,0.661521884,-3.09422765,1.305802743,-5.690836905,2.867682333
10,20120102 16:00,0.662569612,-2.560357049,1.016535782,-5.082656222,2.152453252
10,20120102 17:00,0.665052256,-1.278175794,0.753066021,-3.470511173,1.592475992
10,20120102 18:00,0.591885593,-1.117649782,1.208957518,-2.148469346,1.214518109
10,20120102 19:00,0.66041352,-0.312992877,1.361203286,-0.624909389,1.24878058
10,20120102 20:00,0.661781949,-0.254214413,0.58855601,0.435003455,0.468774015
10,20120102 21:00,0.660683402,-0.738630031,0.53865323,-0.443076833,0.860651026
10,20120102 22:00,0.596282265,-1.951087866,0.841876053,-2.833320167,1.428123202
10,20120102 23:00,0.498149895,-0.930774803,1.97864446,-1.248113275,2.475805322
10,20120103 0:00,0.55204,-1.637332478,2.31696839,-2.035018265,2.844662236
10,20120103 1:00,0.399243071,-2.692940193,-0.369773093,-3.256048905,-0.540071768
10,20120103 2:00,0.080368659,-1.257367621,-0.617844107,-1.42004341,-0.818845906
10,20120103 3:00,0.053605542,0.037903312,0.165814855,0.093814605,0.120786923
10,20120103 4:00,0.012784173,0.861109614,1.420633429,1.001941298,1.658964224
10,20120103 5:00,0.114280209,1.245582614,2.533446687,1.403097212,3.071419856
10,20120103 6:00,0.299825797,1.599824874,3.667736058,1.817891486,4.582812976
10,20120103 7:00,0.651490995,1.506419639,4.913350584,1.784030729,6.339090044
10,20120103 8:00,0.810323828,1.333174245,5.48487815,1.649998566,7.611611991
10,20120103 9:00,0.709066044,1.83159388,5.661508218,2.381767149,8.373048018
10,20120103 10:00,0.61137872,1.506807212,5.571659176,2.101945615,8.496583224
10,20120103 11:00,0.575100662,1.536650379,4.776604725,2.14192012,7.474411386
10,20120103 12:00,0.589402923,3.126089665,5.555442519,4.301013673,8.352823228
10,20120103 13:00,0.22837844,2.81990653,5.756178428,3.874462191,8.595520712
10,20120103 14:00,0.155725084,2.043209059,5.849533774,2.786215081,8.711403295
10,20120103 15:00,0.296921296,0.86614807,5.517311462,1.083301173,8.386713417
10,20120103 16:00,0.369493727,0.26230842,5.301235473,0.239603976,7.893119208
10,20120103 17:00,0.632890885,0.021237647,5.192978335,-0.091478983,7.71710887
10,20120103 18:00,0.748749131,-0.199291724,5.0772703,-0.419740211,7.567882714
10,20120103 19:00,0.834449436,-0.601205536,5.160545022,-1.01230346,7.659167579
10,20120103 20:00,0.930250783,-0.84576447,5.506354262,-1.372544292,8.144562548
10,20120103 21:00,0.974347648,-1.119391424,6.201040759,-1.639197754,8.617385351
10,20120103 22:00,0.979216462,-1.426349706,6.504336062,-1.964166965,8.763331811
10,20120103 23:00,0.943824365,-1.581766715,6.645903089,-2.125005561,8.766064891
10,20120104 0:00,0.805384414,-1.61044716,6.652915697,-2.13911421,8.650182308
10,20120104 1:00,0.792310491,-1.26521873,5.31588708,-1.604950324,6.716582426
10,20120104 2:00,0.757884387,-1.167290174,5.432179657,-1.473768409,6.824829039
10,20120104 3:00,0.718603288,-0.997520585,5.654546635,-1.248378633,7.09787808
10,20120104 4:00,0.706222593,-0.842600819,5.915839999,-1.035651204,7.452416145
10,20120104 5:00,0.711732611,-0.938522643,5.970823519,-1.141508425,7.549108344
10,20120104 6:00,0.797461913,-1.253178334,6.218979227,-1.572028221,7.945607174
10,20120104 7:00,0.843922172,-1.658939691,6.486598128,-2.182353345,8.426027536
10,20120104 8:00,0.936495735,-1.699475692,6.557152202,-2.359119708,8.683873401
10,20120104 9:00,0.985528151,-1.139195916,6.568830118,-1.757911475,9.040235847
10,20120104 10:00,0.989804024,-0.487007781,6.308509914,-1.081235653,9.496331127
10,20120104 11:00,0.982576996,-1.200601937,6.215086588,-2.31100279,9.709783718
10,20120104 12:00,0.97689604,-2.888264156,5.922652116,-4.7923163,9.221457705
10,20120104 13:00,0.975549922,-3.11663034,5.379142457,-5.022771015,8.359133562
10,20120104 14:00,0.974664365,-2.958098455,4.900347914,-4.738121455,7.669517498
10,20120104 15:00,0.964737893,-2.952479604,4.431771547,-4.745718863,7.009091532
10,20120104 16:00,0.973167212,-2.842109304,4.143229713,-4.606939541,6.61502521
10,20120104 17:00,0.96033691,-2.629395635,4.04396743,-4.31823803,6.500697326
10,20120104 18:00,0.972961623,-2.246109685,4.108682546,-3.726146686,6.678270422
10,20120104 19:00,0.967263482,-2.391397134,3.943731987,-3.891770184,6.535968695
10,20120104 20:00,0.912899593,-2.722508034,3.380759135,-4.446887475,5.683982711
10,20120104 21:00,0.807815474,-2.775084431,3.55592787,-4.02700405,5.118424564
10,20120104 22:00,0.566680171,-2.772275005,3.441581612,-3.689172633,4.524892572
10,20120104 23:00,0.343441322,-2.41628062,3.136009485,-3.123418971,3.951428773
10,20120105 0:00,0.15898103,-1.867238547,2.920941204,-2.354561264,3.593241946
10,20120105 1:00,0.017693342,-1.618004047,2.623054458,-2.00407199,3.144432292
10,20120105 2:00,0.001353414,-0.886482152,2.905162902,-1.091818345,3.477653816
10,20120105 3:00,0.058537058,-0.356502004,3.425372725,-0.431098715,4.121882095
10,20120105 4:00,0.295223131,-0.220741244,4.104007979,-0.258095273,4.983131572
10,20120105 5:00,0.541612044,-0.405021314,5.023987238,-0.4511742,6.203804608
10,20120105 6:00,0.654069219,-0.980255048,5.793879247,-1.142597512,7.293467471
10,20120105 7:00,0.852166948,-1.525164214,6.55033752,-1.893656824,8.454901125
10,20120105 8:00,0.936112117,-1.534494851,7.332736799,-2.08673575,9.790635268
10,20120105 9:00,0.961503415,-1.3035616,7.455493347,-1.932036427,10.37733299
10,20120105 10:00,0.994243676,-1.353013973,7.198862678,-2.266824657,10.74359186
10,20120105 11:00,0.99714304,-2.721351802,6.849122325,-4.437929286,10.4804323
10,20120105 12:00,0.99568644,-4.087356972,5.834643685,-6.409459977,8.898057271
